Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,season
Keylor Navas,CRC,GK,Paris S-G,Ligue 1,35,1986,21,21,1856,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,26.8,91.7,571.2,325.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,28.7,26.6,28.7,0.1,0.0,0.0,20.9,,,,,,11.8,46.3,21.3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,0.0,0.0,2021-2022
Papa Ndiaga Yade,SEN,DFMF,Metz,Ligue 1,22,2000,18,5,696,7.7,0.0,1.04,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,29.4,40.4,72.7,558.4,168.1,0.13,0.78,1.17,0.91,0.65,2.6,1.95,1.3,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.47,1.17,1.43,0.65,0.39,0.78,0.13,0.65,1.95,4.42,1.04,0.0,53.5,2.34,14.9,28.3,15.3,0.78,46.5,,,,,,37.4,242.6,146.9,6.75,2.6,0.26,2.99,1.56,33.9,1.82,0.39,0.0,0.0,1.3,0.91,0.0,3.51,1.17,0.0,0.0,0.0,5.45,0.39,1.04,27.3,2021-2022
Loum Ndiaye,SEN,MF,Alav�s,La Liga,25,1996,32,26,2312,25.7,0.08,1.32,0.31,23.5,0.06,0.25,22.0,0.0,0.0,0.0,23.9,32.1,74.3,485.6,118.5,0.0,0.16,2.49,0.16,0.04,2.26,0.58,0.47,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.25,1.05,1.01,0.04,1.63,0.43,1.21,1.6,3.7,3.27,0.04,45.8,3.85,12.9,29.4,5.33,1.25,45.5,,,,,,25.3,114.0,51.0,2.18,0.35,0.04,1.28,0.93,23.1,0.78,0.39,0.0,0.0,2.45,0.97,0.04,0.12,1.25,0.0,0.0,0.0,11.8,4.01,1.67,70.5,2021-2022
Wilfred Ndidi,NGA,MFDF,Leicester City,Premier League,25,1996,19,18,1618,18.0,0.0,0.83,0.22,26.7,0.0,0.0,18.0,0.0,0.0,0.0,42.1,51.1,82.4,737.2,181.8,0.0,0.0,2.06,0.22,0.0,2.89,0.78,0.5,0.0,0.0,0.17,0.06,0.06,0.11,0.06,0.0,0.0,0.06,0.0,0.0,3.89,2.61,2.17,1.56,0.17,1.78,0.33,1.44,2.5,6.39,3.83,0.0,65.6,5.72,23.4,36.4,8.33,1.0,64.4,,,,,,38.2,163.5,65.8,2.28,0.56,0.06,1.0,0.78,37.1,0.67,0.22,0.0,0.0,1.89,1.44,0.06,0.11,2.61,0.0,0.11,0.0,13.8,3.11,1.89,62.2,2021-2022
Tanguy Ndombele,FRA,MF,Tottenham,Premier League,25,1996,9,6,484,5.4,0.19,1.67,0.56,33.3,0.11,0.33,17.3,0.0,0.0,0.0,42.2,48.9,86.4,680.0,153.1,0.19,0.74,4.26,0.74,0.0,3.7,2.41,1.85,0.0,0.19,0.19,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.41,1.85,0.74,1.48,0.19,0.37,0.19,0.19,0.56,2.96,0.56,0.0,65.2,0.93,8.52,40.2,21.1,2.41,63.7,,,,,,48.9,238.7,147.0,9.63,2.78,1.3,2.78,3.52,51.5,5.56,0.19,0.0,0.0,0.93,2.22,0.0,0.37,1.85,0.0,0.0,0.0,6.85,0.37,0.56,40.0,2021-2022
Tanguy Ndombele,FRA,MF,Lyon,Ligue 1,25,1996,11,7,701,7.8,0.0,0.64,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,59.2,66.7,88.8,1056.2,310.9,0.26,1.15,7.44,1.03,0.13,5.9,2.05,1.92,0.0,0.13,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,3.08,2.44,0.64,1.67,0.77,0.9,0.38,0.51,1.15,4.23,0.9,0.0,79.0,2.44,17.2,51.2,16.5,1.79,77.7,,,,,,61.0,312.4,168.5,6.41,1.41,0.13,1.79,1.79,60.6,2.31,0.38,0.0,0.0,2.05,2.56,0.0,0.51,2.44,0.0,0.0,0.0,9.36,0.9,0.64,58.3,2021-2022
Dan Ndoye,SUI,FWMF,Nice,Ligue 1,21,2000,3,2,205,2.3,0.0,1.3,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,16.5,23.5,70.4,272.6,40.4,0.43,0.87,0.43,0.43,0.43,0.87,2.17,2.17,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,0.0,1.3,0.0,1.3,0.0,0.43,0.43,0.0,36.1,0.43,1.74,15.2,20.9,6.09,35.7,,,,,,30.0,142.2,79.1,2.61,1.3,0.0,4.35,2.17,28.3,8.7,0.0,0.0,0.0,1.3,0.87,0.43,0.87,0.43,0.0,0.0,0.0,4.35,1.3,3.04,30.0,2021-2022
Maya Yoshida,JPN,DF,Schalke 04,Bundesliga,34,1988,20,20,1788,19.9,0.0,0.3,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,38.4,49.6,77.5,835.0,294.5,0.0,0.05,2.41,0.25,0.0,3.02,1.01,0.85,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.7,0.75,0.5,0.0,1.26,0.95,0.3,1.91,3.17,4.82,0.0,60.9,8.74,36.4,23.5,1.46,0.6,60.9,0.3,0.2,66.7,0.1,33.3,29.6,127.7,55.5,0.1,0.15,0.05,0.4,0.1,32.9,0.0,0.15,0.0,0.0,0.6,0.65,0.05,0.2,0.7,0.0,0.0,0.0,5.68,2.71,1.26,68.4,2022-2023
Ashley Young,ENG,DF,Aston Villa,Premier League,37,1985,17,13,1192,13.2,1.0,0.61,0.15,25.0,0.13,0.5,27.2,0.0,0.0,0.0,41.6,55.9,74.4,733.3,306.1,0.0,0.76,3.33,0.98,0.3,5.08,2.27,1.97,0.15,0.15,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.8,1.52,1.97,0.76,0.08,1.29,0.53,0.76,1.06,3.86,2.73,0.0,66.0,3.64,23.3,31.7,12.0,0.3,66.0,0.83,0.38,45.5,0.38,45.5,31.5,130.5,62.2,1.21,1.06,0.23,0.61,0.23,34.6,2.12,0.23,0.0,0.0,1.06,0.83,0.0,1.89,1.52,0.0,0.08,0.0,6.74,0.68,0.53,56.3,2022-2023
Mohamed Youssouf,COM,DF,Ajaccio,Ligue 1,34,1988,19,17,1566,17.4,0.0,0.11,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,37.9,51.4,73.7,609.1,281.6,0.0,0.75,3.62,1.09,0.8,3.79,1.49,1.26,0.0,0.06,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.55,1.21,0.92,0.4,1.03,0.23,0.8,2.59,5.11,2.24,0.0,62.5,2.64,16.9,31.8,14.0,0.17,62.5,1.09,0.23,21.1,0.69,63.2,35.2,210.5,93.2,2.18,1.38,0.0,0.86,0.46,31.2,3.56,0.17,0.0,0.0,1.78,1.55,0.0,3.68,1.55,0.0,0.0,0.0,5.17,1.95,1.32,59.6,2022-2023
Mattia Zaccagni,ITA,FWMF,Lazio,Serie A,27,1995,20,20,1607,17.9,8.0,2.12,0.89,42.1,0.18,0.44,16.8,0.06,0.06,0.06,24.2,30.4,79.4,318.8,75.9,0.22,1.12,1.45,0.78,0.0,2.57,2.79,1.84,0.06,0.28,0.28,0.28,0.06,0.39,0.28,0.06,0.0,0.06,0.0,0.0,1.56,1.01,0.73,0.61,0.22,1.12,0.17,0.95,0.89,2.46,0.34,0.06,42.1,0.5,5.2,18.2,19.4,4.19,42.1,3.41,1.28,37.7,1.12,32.8,29.8,198.2,105.6,3.46,1.68,1.23,1.73,1.12,33.5,8.38,0.28,0.0,0.0,1.84,3.58,0.17,1.9,1.01,0.0,0.06,0.0,4.02,0.34,1.01,25.0,2022-2023
Dan-Axel Zagadou,FRA,DF,Stuttgart,Bundesliga,23,1999,7,6,531,5.9,0.0,1.19,0.51,42.9,0.0,0.0,11.8,0.0,0.0,0.0,52.5,63.6,82.7,1057.3,400.2,0.0,0.68,3.73,0.17,0.0,2.54,1.36,1.02,0.0,0.0,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,1.02,0.51,0.85,0.17,0.0,1.69,1.53,0.17,1.02,2.03,5.59,0.17,75.1,9.15,40.3,32.7,2.37,1.36,75.1,0.0,0.0,0.0,0.0,0.0,42.7,174.6,88.1,0.34,0.17,0.0,0.51,0.51,52.0,0.0,0.34,0.0,0.0,0.85,0.0,0.0,0.0,0.51,0.0,0.34,0.0,4.75,2.37,1.69,58.3,2022-2023
Wilfried Zaha,CIV,FWMF,Crystal Palace,Premier League,30,1992,19,19,1661,18.5,6.0,2.11,0.86,41.0,0.15,0.38,17.6,0.0,0.0,0.11,19.9,24.9,80.0,272.1,57.5,0.11,1.14,0.7,1.35,0.11,2.43,3.41,2.27,0.0,0.38,0.11,0.65,0.0,0.32,0.27,0.0,0.0,0.05,0.0,0.0,1.46,0.86,0.59,0.59,0.27,0.97,0.05,0.92,0.7,2.16,0.43,0.0,40.6,0.54,4.32,15.9,21.0,4.92,40.5,4.92,1.73,35.2,2.59,52.7,28.5,183.8,77.4,2.92,1.68,2.0,4.05,3.78,31.8,9.24,0.16,0.0,0.0,1.14,3.08,0.49,1.19,0.86,0.05,0.0,0.0,3.95,0.27,0.7,27.8,2022-2023
Warren Zaire-Emery,FRA,MF,Paris S-G,Ligue 1,16,2006,11,2,260,2.9,2.0,1.38,1.03,75.0,0.5,0.67,14.0,0.0,0.0,0.0,51.0,57.6,88.6,642.8,143.8,0.0,0.0,4.48,0.34,0.0,3.79,1.03,0.69,0.0,0.0,0.34,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.72,0.69,0.0,1.72,0.0,1.03,0.0,1.03,1.72,3.45,0.69,0.0,70.0,1.38,8.97,46.6,15.9,1.72,70.0,4.48,1.38,30.8,2.76,61.5,57.9,366.9,162.4,3.45,2.41,0.69,1.38,1.38,55.2,3.79,0.0,0.0,0.0,0.34,0.69,0.34,0.0,0.69,0.0,0.0,0.0,5.52,0.34,2.07,14.3,2022-2023
Denis Zakaria,SUI,MF,Chelsea,Premier League,26,1996,4,4,286,3.2,0.0,0.63,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,38.8,43.1,89.9,534.7,145.0,0.0,0.0,0.94,0.0,0.0,1.25,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.94,0.63,0.31,0.31,0.63,0.0,0.63,0.63,1.88,2.5,0.0,50.0,2.19,15.0,25.6,10.6,0.63,50.0,1.88,1.25,66.7,0.63,33.3,32.2,149.4,68.4,1.88,0.63,0.63,0.63,2.19,37.2,0.63,0.0,0.0,0.0,0.63,0.31,0.0,0.0,0.94,0.0,0.0,0.0,5.63,0.0,0.31,0.0,2022-2023
Denis Zakaria,SUI,MF,Juventus,Serie A,26,1996,2,1,123,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,27.1,84.2,335.0,85.0,0.0,0.0,1.43,0.0,0.0,2.14,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,2.14,0.71,2.86,0.71,1.43,0.0,1.43,1.43,5.71,0.71,0.0,36.4,1.43,10.0,21.4,6.43,0.71,36.4,0.0,0.0,0.0,0.0,0.0,19.3,106.4,74.3,1.43,2.14,0.0,0.71,0.71,25.7,2.14,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.14,0.0,0.0,0.0,3.57,0.0,0.0,0.0,2022-2023
Rodrigo Zalazar,URU,MFFW,Schalke 04,Bundesliga,23,1999,10,5,490,5.4,1.0,3.52,1.11,31.6,0.05,0.17,20.2,0.56,0.0,0.0,14.4,25.0,57.8,253.0,91.9,0.0,2.04,0.93,0.93,0.37,1.85,4.07,1.11,1.11,0.56,0.56,0.74,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,1.3,0.74,0.56,0.74,0.0,0.93,0.19,0.74,0.19,1.48,1.3,0.0,42.0,0.56,7.78,19.3,15.9,3.15,42.0,3.52,1.85,52.6,1.11,31.6,22.2,134.8,45.7,2.04,0.74,0.56,5.0,1.85,24.1,2.96,0.56,0.0,0.0,1.67,2.59,0.19,5.0,0.74,0.0,0.0,0.0,5.93,2.04,2.96,40.7,2022-2023
Joseba Zald�a,ESP,DF,C�diz,La Liga,30,1992,10,7,639,7.1,0.0,0.14,0.0,0.0,0.0,0.0,32.7,0.0,0.0,0.0,26.8,39.0,68.6,422.7,159.6,0.14,0.28,1.55,0.28,0.28,1.83,0.99,0.7,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.11,1.13,1.41,0.56,0.14,0.56,0.28,0.28,1.55,3.66,3.1,0.0,50.1,5.07,18.0,19.6,12.7,0.56,50.1,1.41,0.42,30.0,0.7,50.0,18.9,111.3,63.4,1.83,1.83,0.28,0.99,0.42,23.4,2.82,0.56,0.0,0.0,1.55,0.56,0.28,1.69,1.13,0.0,0.0,0.0,3.24,2.68,1.69,61.3,2022-2023
Nicola Zalewski,POL,DF,Roma,Serie A,21,2002,18,13,1132,12.6,0.0,0.95,0.24,25.0,0.0,0.0,22.2,0.0,0.0,0.0,37.9,50.2,75.5,656.6,209.3,0.08,0.4,2.3,1.19,0.32,3.73,2.22,1.51,0.32,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.0,0.0,0.0,0.0,1.83,0.87,1.03,0.56,0.24,1.35,0.0,1.35,1.27,3.1,0.71,0.0,60.9,1.11,16.9,27.1,17.6,1.11,60.9,2.22,0.87,39.3,1.11,50.0,33.7,210.6,116.9,3.41,2.46,0.71,1.35,0.4,38.3,4.52,0.16,0.0,0.0,0.71,1.9,0.08,2.86,0.87,0.0,0.0,0.0,5.87,0.24,0.56,30.0,2022-2023
Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,27,1995,19,19,1594,17.7,2.0,1.47,0.45,30.8,0.08,0.25,15.5,0.0,0.0,0.0,54.7,62.9,87.1,777.3,191.6,0.23,0.9,5.08,0.79,0.0,5.59,2.37,1.98,0.0,0.0,0.17,0.06,0.17,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.98,1.19,0.62,0.96,0.4,1.53,0.06,1.47,1.19,3.16,0.96,0.0,75.7,1.75,13.7,41.9,21.4,2.88,75.7,2.43,1.02,41.9,1.19,48.8,48.8,218.8,92.8,1.47,1.47,0.28,2.03,1.64,58.6,3.84,0.11,0.0,0.0,0.96,1.58,0.11,0.51,1.19,0.06,0.0,0.0,6.61,1.64,0.85,65.9,2022-2023
Oliver Zand�n,SWE,DFMF,Toulouse,Ligue 1,21,2001,5,1,146,1.6,0.0,1.25,0.63,50.0,0.0,0.0,17.6,0.0,0.0,0.0,29.4,44.4,66.2,480.0,199.4,0.0,1.25,3.75,1.25,0.63,3.75,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.63,0.63,0.0,0.63,0.0,0.0,0.0,0.63,1.88,4.38,0.0,55.6,5.0,15.6,19.4,20.6,1.88,55.6,3.75,1.88,50.0,1.25,33.3,31.9,156.9,75.6,2.5,0.0,0.0,1.88,0.0,28.1,7.5,0.0,0.0,0.0,1.88,3.75,0.0,3.75,0.63,0.0,0.0,0.0,5.0,0.63,1.25,33.3,2022-2023
Luca Zanimacchia,ITA,MFFW,Cremonese,Serie A,24,1998,15,9,746,8.3,0.0,2.29,0.48,21.1,0.0,0.0,19.9,0.24,0.0,0.0,25.7,37.6,68.3,389.2,112.3,0.0,1.57,1.45,1.45,0.24,3.13,4.1,2.29,0.72,0.24,0.36,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.57,1.33,0.72,0.48,1.08,0.0,1.08,1.08,3.61,0.6,0.0,50.1,0.96,6.51,18.8,25.4,3.98,50.1,1.69,0.6,35.7,0.96,57.1,25.1,163.4,71.7,2.65,2.41,0.96,2.41,1.45,29.2,8.43,0.24,0.0,0.0,1.08,1.2,0.24,5.54,1.57,0.12,0.0,0.0,5.78,0.36,1.2,23.1,2022-2023
Nicol� Zaniolo,ITA,MFFW,Roma,Serie A,23,1999,13,12,890,9.9,1.0,2.83,0.71,25.0,0.04,0.14,17.2,0.0,0.0,0.0,12.6,19.8,63.8,219.5,49.3,0.0,0.81,1.01,0.71,0.1,1.92,2.73,1.92,0.0,0.1,0.4,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.81,0.51,0.2,0.51,0.1,1.11,0.0,1.11,0.2,1.01,0.0,0.0,34.8,0.1,3.64,15.6,16.7,4.55,34.8,4.65,0.91,19.6,2.93,63.0,24.7,170.0,83.5,3.33,2.73,0.91,3.94,3.54,27.0,6.97,0.4,0.0,0.0,2.22,3.23,0.4,2.02,0.51,0.0,0.0,0.0,3.94,0.51,0.81,38.5,2022-2023
Alessandro Zanoli,ITA,DFMF,Sampdoria,Serie A,22,2000,5,0,122,1.4,0.0,0.71,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,40.0,56.4,70.9,723.6,237.9,0.0,1.43,0.71,2.14,1.43,1.43,2.86,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.71,1.43,1.43,0.0,63.6,3.57,22.1,24.3,17.9,1.43,63.6,2.14,1.43,66.7,0.71,33.3,29.3,159.3,95.0,2.14,0.71,0.71,0.0,1.43,42.9,4.29,0.0,0.0,0.0,0.0,0.71,0.0,5.0,0.71,0.0,0.0,0.0,5.0,0.71,2.14,25.0,2022-2023
Alessandro Zanoli,ITA,DF,Napoli,Serie A,22,2000,1,0,12,0.1,0.0,10.0,10.0,100.0,0.0,0.0,13.0,0.0,0.0,0.0,90.0,110.0,81.8,1250.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,140.0,0.0,50.0,60.0,30.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,70.0,550.0,450.0,10.0,10.0,10.0,0.0,0.0,110.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2022-2023
Duv�n Zapata,COL,FW,Atalanta,Serie A,31,1991,15,8,670,7.4,1.0,2.84,0.68,23.8,0.05,0.2,15.7,0.0,0.0,0.0,19.3,28.9,66.8,293.9,60.4,0.14,1.08,1.35,1.08,0.14,2.84,2.7,2.16,0.0,0.27,0.0,0.14,0.14,0.41,0.27,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.0,0.14,0.0,0.14,1.22,0.0,38.5,1.22,1.89,18.1,19.2,5.27,38.5,2.57,1.22,47.4,0.95,36.8,25.5,138.6,53.2,2.16,0.81,1.49,2.43,2.84,33.4,8.38,0.14,0.0,0.0,0.95,2.43,0.54,1.49,0.14,0.14,0.0,0.0,2.43,3.24,2.84,53.3,2022-2023
Davide Zappacosta,ITA,DFMF,Atalanta,Serie A,30,1992,6,4,316,3.5,1.0,1.43,0.57,40.0,0.2,0.5,14.1,0.0,0.0,0.0,41.4,52.0,79.7,556.6,190.9,0.29,0.57,2.0,0.0,0.0,2.86,2.0,1.43,0.0,0.29,0.29,0.0,0.0,0.86,0.57,0.0,0.0,0.29,0.0,0.0,2.29,1.14,1.14,0.86,0.29,1.14,0.29,0.86,0.57,2.86,1.43,0.0,67.1,2.57,17.7,24.3,26.3,4.57,67.1,3.71,0.57,15.4,2.57,69.2,39.1,234.3,134.9,4.0,2.86,1.14,2.29,0.57,40.0,6.29,0.57,0.0,0.0,1.43,0.57,0.29,1.43,1.14,0.0,0.0,0.0,6.29,0.0,0.57,0.0,2022-2023
Paul Nebel,GER,MFFW,Mainz 05,Bundesliga,19,2002,10,2,228,2.5,0.0,1.2,0.4,33.3,0.0,0.0,11.4,0.0,0.0,0.0,25.2,38.8,64.9,336.8,88.0,0.4,1.6,0.8,0.0,0.0,1.2,2.0,1.2,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.6,0.8,0.8,0.4,0.8,0.0,0.8,0.8,2.8,0.4,0.0,52.4,0.4,8.8,23.2,24.4,4.4,49.2,,,,,,38.4,166.8,75.2,3.2,1.6,1.6,4.4,2.0,37.2,8.0,1.2,0.0,0.0,2.8,1.2,0.4,2.0,1.6,0.0,0.0,0.0,6.4,0.4,4.8,7.7,2021-2022
�lvaro Negredo,ESP,FW,C�diz,La Liga,36,1985,34,24,2157,24.0,0.29,2.71,1.04,38.5,0.08,0.2,16.1,0.0,0.08,0.13,13.5,22.5,59.7,253.4,49.6,0.08,0.75,1.5,0.46,0.17,1.58,1.67,1.08,0.04,0.17,0.21,0.13,0.04,0.13,0.08,0.04,0.0,0.0,0.0,0.0,0.17,0.08,0.04,0.08,0.04,0.67,0.29,0.38,0.38,0.54,0.83,0.0,32.8,1.21,2.71,17.7,14.2,5.25,31.3,,,,,,16.5,66.4,27.5,1.54,0.75,0.29,2.54,1.21,25.6,5.46,0.13,0.0,0.0,0.96,1.54,0.46,0.79,0.08,0.04,0.04,0.0,3.0,5.42,4.63,53.9,2021-2022
Reiss Nelson,ENG,FW,Arsenal,Premier League,22,1999,1,0,20,0.2,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,50.0,55.0,90.9,585.0,85.0,0.0,5.0,5.0,0.0,0.0,5.0,15.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,80.0,0.0,0.0,35.0,50.0,10.0,80.0,,,,,,55.0,220.0,70.0,0.0,0.0,0.0,5.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2021-2022
David Nemeth,AUT,DF,Mainz 05,Bundesliga,21,2001,6,2,311,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,49.7,84.5,773.7,237.4,0.0,0.0,1.43,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.57,1.14,0.0,0.0,2.0,0.57,1.43,2.0,3.14,2.86,0.0,58.3,7.71,33.7,26.0,1.14,0.0,56.6,,,,,,37.4,153.7,71.4,0.29,0.0,0.0,0.0,0.86,38.6,0.0,0.0,0.0,0.0,0.29,0.57,0.0,0.0,0.57,0.0,0.0,0.0,8.86,4.0,2.0,66.7,2021-2022
Ilija Nestorovski,MKD,FW,Udinese,Serie A,32,1990,7,1,188,2.1,0.48,2.38,0.48,20.0,0.2,1.0,12.4,0.0,0.0,0.0,21.4,31.4,68.2,341.4,127.6,0.0,1.43,2.86,0.95,0.48,2.86,1.9,1.9,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.95,0.48,0.48,0.48,0.0,2.38,0.48,1.9,0.0,0.95,0.95,0.0,41.9,1.9,5.71,23.3,15.2,4.76,40.0,,,,,,23.8,116.2,66.2,3.33,0.95,0.48,0.95,0.48,33.3,11.4,0.48,0.0,0.0,1.43,3.33,0.95,1.43,0.48,0.0,0.0,0.0,1.9,1.9,4.76,28.6,2021-2022
Neto,BRA,GK,Barcelona,La Liga,32,1989,3,3,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,43.3,81.5,1046.3,610.7,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,42.3,46.0,0.33,0.0,0.0,37.0,,,,,,26.7,89.3,49.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2021-2022
Pedro Neto,POR,FWMF,Wolves,Premier League,22,2000,13,5,466,5.2,0.19,3.27,0.77,23.5,0.06,0.25,18.7,0.38,0.0,0.0,32.9,43.8,75.0,556.7,119.2,0.19,2.5,0.58,0.77,0.38,1.92,4.42,2.5,0.77,0.38,0.38,0.38,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.38,0.38,0.19,0.19,0.0,0.19,1.15,2.12,0.19,0.0,59.0,0.19,5.38,24.0,35.2,6.15,53.7,,,,,,43.5,294.6,187.9,8.65,2.69,1.73,4.23,2.5,44.6,8.65,0.58,0.0,0.0,0.58,1.35,0.19,4.42,0.96,0.0,0.0,0.0,5.19,0.58,0.96,37.5,2021-2022
Luca Netz,GER,DF,M'Gladbach,Bundesliga,19,2003,24,17,1396,15.5,0.0,0.97,0.32,33.3,0.0,0.0,16.7,0.06,0.0,0.0,28.9,36.7,78.7,495.6,176.6,0.26,1.16,0.71,1.03,0.45,1.55,1.94,1.16,0.58,0.0,0.19,0.0,0.0,0.39,0.19,0.19,0.0,0.0,0.0,0.0,1.61,1.16,0.77,0.65,0.19,2.97,0.32,2.65,1.61,3.23,2.26,0.0,49.2,2.97,16.3,20.2,14.8,1.87,40.6,,,,,,26.6,94.3,49.7,2.06,0.71,0.26,1.48,1.23,25.4,3.61,0.06,0.0,0.0,0.58,0.84,0.13,1.1,1.16,0.0,0.0,0.0,5.87,0.84,1.16,41.9,2021-2022
